District,Date,Normal Rainfall,Actual Rainfall,Storage,Min Level,Max Level,River Level,Total Population,Cluster,Cluster_Label
gulbarga,2017-11-01,0.10976226605968639,0.029661430383452037,0.0,0.0,0.0,392.0,2566326.0,1,water_abundant
gulbarga,2017-12-01,0.024279210925644917,0.0,0.0,0.0,0.0,392.0,2566326.0,1,water_abundant
gulbarga,2018-01-01,0.01618614061709661,0.0,0.0,0.0,0.0,392.0,2566326.0,1,water_abundant
gulbarga,2018-02-01,0.02175012645422357,0.008195921553322274,0.0,0.0,0.0,392.0,2566326.0,1,water_abundant
gulbarga,2018-03-01,0.03844208396560445,0.0027970208475623635,0.0,0.0,0.0,392.0,2566326.0,1,water_abundant
gulbarga,2018-04-01,0.10268082953970663,0.10492080528181609,0.0,0.0,0.0,392.0,2566326.0,1,water_abundant
gulbarga,2018-05-01,0.18968133535660092,0.13412690669008356,0.0,0.0,0.0,2.0,2566326.0,1,water_abundant
gulbarga,2018-06-01,0.6201315123925139,0.4361726347285914,0.0,0.0,0.0,2.0,2566326.0,1,water_abundant
gulbarga,2018-07-01,0.7910976226605969,0.23631573812079223,0.0,0.0,0.0,392.0,2566326.0,1,water_abundant
gulbarga,2018-08-01,0.8265048052604957,0.38693205841220274,0.0,0.0,0.0,2.0,2566326.0,1,water_abundant
gulbarga,2018-09-01,1.0,0.23290077080690796,0.0,0.0,0.0,2.0,2566326.0,1,water_abundant
gulbarga,2018-10-01,0.5214972180070814,0.1314599798354311,0.0,0.0,0.0,2.0,2566326.0,1,water_abundant
gulbarga,2018-11-01,0.10976226605968639,0.008065827560412396,0.0,0.0,0.0,392.0,2566326.0,1,water_abundant
gulbarga,2018-12-01,0.024279210925644917,0.039613620841057656,0.0,0.0,0.0,392.0,2566326.0,1,water_abundant
gulbarga,2019-01-01,0.01618614061709661,0.001235892932643835,0.0,0.0,0.0,2.0,2566326.0,1,water_abundant
gulbarga,2019-02-01,0.0,0.0,0.0,0.0,0.0,392.0,2566326.0,1,water_abundant
gulbarga,2019-03-01,0.0,0.020457280385078217,0.0,0.0,0.0,392.0,2566326.0,1,water_abundant
gulbarga,2019-04-01,0.0,0.02923862490649494,0.0,0.0,0.0,392.0,2566326.0,1,water_abundant
gulbarga,2019-05-01,0.0,0.059745666243861184,0.0,0.0,0.0,392.0,2566326.0,1,water_abundant
gulbarga,2019-06-01,0.6201315123925139,0.3826389566461768,0.0,0.0,0.0,392.0,2566326.0,1,water_abundant
gulbarga,2019-07-01,0.7910976226605969,0.3575958630110254,0.0,0.0,0.0,2.0,2566326.0,1,water_abundant
gulbarga,2019-08-01,0.8265048052604957,0.5467200052037596,0.0,0.0,0.0,393.0,2566326.0,1,water_abundant
gulbarga,2019-09-01,1.0,0.6357042963541157,0.0,0.0,0.0,393.0,2566326.0,1,water_abundant
gulbarga,2019-10-01,0.5214972180070814,0.4239437993950629,0.0,0.0,0.0,393.0,2566326.0,1,water_abundant
gulbarga,2019-11-01,0.10976226605968639,0.052330308647998175,0.0,0.0,0.0,393.0,2566326.0,1,water_abundant
gulbarga,2019-12-01,0.024279210925644917,0.01291182879630533,0.0,0.0,0.0,393.0,2566326.0,1,water_abundant
gulbarga,2020-01-01,0.0,0.0028945913422447713,0.0,0.0,0.0,393.0,2566326.0,1,water_abundant
hassan,2015-01-01,0.005558362809499748,0.001189150895658334,0.28666666666666674,0.22,0.37,4532.0,1776421.0,1,water_abundant
hassan,2015-02-01,0.007326932794340576,0.0,0.17592592592592599,0.16,0.21,4532.0,1776421.0,1,water_abundant
hassan,2015-03-01,0.031076301162203137,0.07220929055763586,0.146,0.14,0.16,4532.0,1776421.0,1,water_abundant
hassan,2015-04-01,0.16346639717028805,0.24491448233984411,0.12586206896551727,0.12,0.14,4532.0,1776421.0,1,water_abundant
hassan,2015-05-01,0.26958059626073777,0.33281044428701545,0.13322580645161292,0.12,0.14,4532.0,1776421.0,1,water_abundant
hassan,2015-06-01,0.5346134411318848,0.5305384070438214,0.24533333333333335,0.14,0.59,4532.0,1776421.0,1,water_abundant
hassan,2015-07-01,1.0,0.1374860844044125,0.7067741935483871,0.61,0.8,4533.0,1776421.0,1,water_abundant
hassan,2015-08-01,0.6298635674583123,0.33313935836453795,0.7280645161290323,0.6,0.8,4532.0,1776421.0,1,water_abundant
hassan,2015-09-01,0.31328954017180394,0.38303309381641526,0.5135714285714286,0.41,0.6,4532.0,1776421.0,1,water_abundant
hassan,2015-10-01,0.3918645780697322,0.21430017204736362,0.30068965517241375,0.19,0.4,4532.0,1776421.0,1,water_abundant
hassan,2015-11-01,0.14552804446690248,0.3807812974395304,0.1940000000000001,0.18,0.21,4532.0,1776421.0,1,water_abundant
hassan,2015-12-01,0.03486609398686205,0.018798704584556215,0.14833333333333334,0.14,0.18,4532.0,1776421.0,1,water_abundant
hassan,2016-01-01,0.005558362809499748,0.004706001416860641,0.14000000000000004,0.14,0.14,4532.0,1776421.0,1,water_abundant
hassan,2016-02-01,0.007326932794340576,0.0056421414836555,0.1341379310344827,0.13,0.14,4531.0,1776421.0,1,water_abundant
hassan,2016-03-01,0.031076301162203137,0.004022872178929258,0.1170967741935484,0.11,0.12,4530.0,1776421.0,1,water_abundant
hassan,2016-04-01,0.16346639717028805,0.07243700030361298,0.1044827586206897,0.1,0.11,4531.0,1776421.0,1,water_abundant
hassan,2016-05-01,0.26958059626073777,0.2262169820868333,0.09193548387096771,0.09,0.1,4531.0,1776421.0,1,water_abundant
hassan,2016-06-01,0.5346134411318848,0.3917619674122052,0.09500000000000003,0.09,0.14,4532.0,1776421.0,1,water_abundant
hassan,2016-07-01,1.0,0.4036534763687885,0.38354838709677413,0.17,0.46,4533.0,1776421.0,1,water_abundant
hassan,2016-08-01,0.6298635674583123,0.1796376884930675,0.5325806451612903,0.46,0.57,4532.0,1776421.0,1,water_abundant
hassan,2016-09-01,0.31328954017180394,0.11810545491347028,0.2820689655172413,0.17,0.48,4532.0,1776421.0,1,water_abundant
hassan,2016-10-01,0.3918645780697322,0.04673110009108389,0.16633333333333336,0.13,0.21,4533.0,1776421.0,1,water_abundant
hassan,2016-11-01,0.14552804446690248,0.04129136727051917,0.11413793103448279,0.1,0.13,4532.0,1776421.0,1,water_abundant
hassan,2016-12-01,0.03486609398686205,0.09300678069021352,0.10516129032258062,0.1,0.11,4532.0,1776421.0,1,water_abundant
hassan,2017-01-01,0.005558362809499748,0.026920352191073776,0.1013333333333334,0.1,0.11,4532.0,1776421.0,1,water_abundant
hassan,2017-02-01,0.007326932794340576,0.0,0.09538461538461539,0.07,0.1,4531.0,1776421.0,1,water_abundant
hassan,2017-03-01,0.031076301162203137,0.04893229430219613,0.0612903225806452,0.06,0.07,4532.0,1776421.0,1,water_abundant
hassan,2017-04-01,0.16346639717028805,0.13234996457848394,0.04733333333333335,0.04,0.05,4531.0,1776421.0,1,water_abundant
hassan,2017-05-01,0.26958059626073777,0.35568262321627364,0.03903225806451614,0.03,0.04,4532.0,1776421.0,1,water_abundant
hassan,2017-06-01,0.5346134411318848,0.1757666228114563,0.053000000000000026,0.04,0.1,4533.0,1776421.0,1,water_abundant
hassan,2017-07-01,1.0,0.18780993826535775,0.23225806451612904,0.11,0.43,4532.0,1776421.0,1,water_abundant
hassan,2017-08-01,0.6298635674583123,0.36840906790810646,0.4343333333333333,0.41,0.47,4533.0,1776421.0,1,water_abundant
hassan,2017-09-01,0.31328954017180394,0.5616840400769152,0.3462068965517243,0.31,0.43,4532.0,1776421.0,1,water_abundant
hassan,2017-10-01,0.3918645780697322,0.30778767331241774,0.2853333333333332,0.26,0.31,4532.0,1776421.0,1,water_abundant
hassan,2017-11-01,0.14552804446690248,0.039292581722497714,0.22933333333333325,0.22,0.26,4532.0,1776421.0,1,water_abundant
hassan,2017-12-01,0.03486609398686205,0.0009361400667948587,0.21225806451612905,0.2,0.22,4530.0,1776421.0,1,water_abundant
hassan,2018-01-01,0.005558362809499748,0.0,0.1980645161290324,0.19,0.2,4532.0,1776421.0,1,water_abundant
hassan,2018-02-01,0.007326932794340576,0.07109604291063658,0.1737037037037037,0.16,0.19,4530.0,1776421.0,1,water_abundant
hassan,2018-03-01,0.031076301162203137,0.09945855682623216,0.147,0.13,0.16,4528.0,1776421.0,1,water_abundant
hassan,2018-04-01,0.16346639717028805,0.1596245319299666,0.11433333333333337,0.1,0.13,4527.0,1776421.0,1,water_abundant
hassan,2018-05-01,0.26958059626073777,0.7209543568464729,0.09129032258064515,0.09,0.1,3562.0,1776421.0,1,water_abundant
hassan,2018-06-01,0.5346134411318848,0.5644165570286408,0.3773333333333334,0.11,0.65,888.0,1776421.0,0,water_deficit
hassan,2018-07-01,1.0,0.45106770569780386,0.839032258064516,0.65,0.93,3560.0,1776421.0,1,water_abundant
hassan,2018-08-01,0.6298635674583123,0.46083392369193393,0.9299999999999998,0.93,0.93,1366.0,1776421.0,0,water_deficit
hassan,2018-09-01,0.31328954017180394,0.4325726141078838,0.900689655172414,0.85,0.93,893.0,1776421.0,0,water_deficit
hassan,2018-10-01,0.3918645780697322,0.3580103228418176,0.7423333333333334,0.62,0.84,888.0,1776421.0,0,water_deficit
hassan,2018-11-01,0.14552804446690248,0.06833822487602469,0.505,0.43,0.6,3547.0,1776421.0,1,water_abundant
hassan,2018-12-01,0.03486609398686205,0.0034662483554296123,0.3377419354838709,0.24,0.43,3542.0,1776421.0,1,water_abundant
hassan,2019-01-01,0.005558362809499748,0.00017710758020443275,0.20266666666666666,0.17,0.24,877.0,1776421.0,1,water_abundant
hassan,2019-02-01,0.0,0.02732516951725534,0.15678571428571428,0.15,0.17,4529.0,1776421.0,1,water_abundant
hassan,2019-03-01,0.0,0.022745673514826432,0.13129032258064507,0.13,0.14,4528.0,1776421.0,1,water_abundant
hassan,2019-04-01,0.0,0.1657473939884627,0.11464285714285713,0.11,0.13,4527.0,1776421.0,1,water_abundant
hassan,2019-05-01,0.0,0.28157575144216174,0.1016129032258065,0.1,0.11,4527.0,1776421.0,1,water_abundant
hassan,2019-06-01,0.5346134411318848,0.26743244610869343,0.10033333333333337,0.1,0.11,2650.0,1776421.0,1,water_abundant
hassan,2019-07-01,1.0,0.3692946058091286,0.2854838709677419,0.11,0.4,885.0,1776421.0,1,water_abundant
hassan,2019-08-01,0.6298635674583123,0.9999999999999999,0.7959999999999998,0.4,0.93,1836.0,1776421.0,1,water_abundant
hassan,2019-09-01,0.31328954017180394,0.5157625746381944,0.9299999999999998,0.93,0.93,1836.0,1776421.0,0,water_deficit
hassan,2019-10-01,0.3918645780697322,0.8105454913470296,0.9279999999999997,0.87,0.93,1836.0,1776421.0,1,water_abundant
hassan,2019-11-01,0.14552804446690248,0.10112842829673109,0.8926666666666665,0.79,0.93,2473.0,1776421.0,1,water_abundant
hassan,2019-12-01,0.03486609398686205,0.07076712883311405,0.6606451612903224,0.54,0.79,2473.0,1776421.0,1,water_abundant
hassan,2020-01-01,0.0,0.0003036129946361704,0.5113333333333332,0.51,0.53,2473.0,1776421.0,1,water_abundant
haveri,2015-01-01,0.0038265306122448974,2.481143310837634e-05,0.0,0.0,0.0,1554.0,1597668.0,1,water_abundant
haveri,2015-02-01,0.0063775510204081625,0.0,0.0,0.0,0.0,1553.0,1597668.0,1,water_abundant
haveri,2015-03-01,0.026785714285714284,0.05324533545057562,0.0,0.0,0.0,1551.0,1597668.0,1,water_abundant
haveri,2015-04-01,0.28507653061224486,0.060688765383088525,0.0,0.0,0.0,1550.0,1597668.0,1,water_abundant
haveri,2015-05-01,0.5522959183673468,0.23034934497816592,0.0,0.0,0.0,1549.0,1597668.0,1,water_abundant
haveri,2015-06-01,0.6014030612244897,0.37055875347360057,0.0,0.0,0.0,1556.0,1597668.0,1,water_abundant
haveri,2015-07-01,1.0,0.14159884874950376,0.0,0.0,0.0,1555.0,1597668.0,1,water_abundant
haveri,2015-08-01,0.6205357142857142,0.17516871774513693,0.0,0.0,0.0,1553.0,1597668.0,1,water_abundant
haveri,2015-09-01,0.635204081632653,0.21305577610162763,0.0,0.0,0.0,1553.0,1597668.0,1,water_abundant
haveri,2015-10-01,0.728954081632653,0.23196208813021035,0.0,0.0,0.0,1552.0,1597668.0,1,water_abundant
haveri,2015-11-01,0.26147959183673464,0.05428741564112742,0.0,0.0,0.0,1552.0,1597668.0,1,water_abundant
haveri,2015-12-01,0.0433673469387755,0.001414251687177451,0.0,0.0,0.0,1550.0,1597668.0,1,water_abundant
haveri,2016-01-01,0.0038265306122448974,0.0004466057959507741,0.0,0.0,0.0,1043.0,1597668.0,1,water_abundant
haveri,2016-02-01,0.0063775510204081625,0.0004466057959507741,0.0,0.0,0.0,1041.0,1597668.0,1,water_abundant
haveri,2016-03-01,0.026785714285714284,0.01071853910281858,0.0,0.0,0.0,509.0,1597668.0,1,water_abundant
haveri,2016-04-01,0.28507653061224486,0.012951568082572447,0.0,0.0,0.0,509.0,1597668.0,1,water_abundant
haveri,2016-05-01,0.5522959183673468,0.19682909884874947,0.0,0.0,0.0,509.0,1597668.0,1,water_abundant
haveri,2016-06-01,0.6014030612244897,0.3642814608971814,0.0,0.0,0.0,1018.0,1597668.0,1,water_abundant
haveri,2016-07-01,1.0,0.30575129019452163,0.0,0.0,0.0,1553.0,1597668.0,1,water_abundant
haveri,2016-08-01,0.6205357142857142,0.143856689162366,0.0,0.0,0.0,1553.0,1597668.0,1,water_abundant
haveri,2016-09-01,0.635204081632653,0.14321159190154822,0.0,0.0,0.0,1553.0,1597668.0,1,water_abundant
haveri,2016-10-01,0.728954081632653,0.02458813021040095,0.0,0.0,0.0,1425.0,1597668.0,1,water_abundant
haveri,2016-11-01,0.26147959183673464,0.028433902342199283,0.0,0.0,0.0,1164.0,1597668.0,1,water_abundant
haveri,2016-12-01,0.0433673469387755,0.008510321556173085,0.0,0.0,0.0,649.0,1597668.0,1,water_abundant
haveri,2017-01-01,0.0038265306122448974,0.00014886859865025803,0.0,0.0,0.0,135.0,1597668.0,1,water_abundant
haveri,2017-02-01,0.0063775510204081625,0.0,0.0,0.0,0.0,509.0,1597668.0,1,water_abundant
haveri,2017-03-01,0.026785714285714284,0.007964470027788804,0.0,0.0,0.0,509.0,1597668.0,1,water_abundant
haveri,2017-04-01,0.28507653061224486,0.06905021834061134,0.0,0.0,0.0,509.0,1597668.0,1,water_abundant
haveri,2017-05-01,0.5522959183673468,0.1446010321556173,0.0,0.0,0.0,509.0,1597668.0,1,water_abundant
haveri,2017-06-01,0.6014030612244897,0.10425764192139737,0.0,0.0,0.0,764.0,1597668.0,1,water_abundant
haveri,2017-07-01,1.0,0.18583763398173878,0.0,0.0,0.0,1020.0,1597668.0,1,water_abundant
haveri,2017-08-01,0.6205357142857142,0.15916534339023422,0.0,0.0,0.0,1022.0,1597668.0,1,water_abundant
haveri,2017-09-01,0.635204081632653,0.48570861452957514,0.0,0.0,0.0,1022.0,1597668.0,1,water_abundant
haveri,2017-10-01,0.728954081632653,0.3640829694323144,0.0,0.0,0.0,1018.0,1597668.0,1,water_abundant
haveri,2017-11-01,0.26147959183673464,0.006847955537911869,0.0,0.0,0.0,1017.0,1597668.0,1,water_abundant
haveri,2017-12-01,0.0433673469387755,0.0008435887256847955,0.0,0.0,0.0,1016.0,1597668.0,1,water_abundant
haveri,2018-01-01,0.0038265306122448974,0.0,0.0,0.0,0.0,1016.0,1597668.0,1,water_abundant
haveri,2018-02-01,0.0063775510204081625,0.00037217149662564504,0.0,0.0,0.0,1016.0,1597668.0,1,water_abundant
haveri,2018-03-01,0.026785714285714284,0.05932413656212782,0.0,0.0,0.0,1017.0,1597668.0,1,water_abundant
haveri,2018-04-01,0.28507653061224486,0.06880210400952759,0.0,0.0,0.0,1017.0,1597668.0,1,water_abundant
haveri,2018-05-01,0.5522959183673468,0.3776796347757046,0.0,0.0,0.0,1019.0,1597668.0,1,water_abundant
haveri,2018-06-01,0.6014030612244897,0.25126538308852714,0.0,0.0,0.0,9.0,1597668.0,1,water_abundant
haveri,2018-07-01,1.0,0.22422092100039698,0.0,0.0,0.0,1027.0,1597668.0,1,water_abundant
haveri,2018-08-01,0.6205357142857142,0.2427054386661373,0.0,0.0,0.0,17.0,1597668.0,1,water_abundant
haveri,2018-09-01,0.635204081632653,0.13971317983326717,0.0,0.0,0.0,10.0,1597668.0,1,water_abundant
haveri,2018-10-01,0.728954081632653,0.25173680031758633,0.0,0.0,0.0,10.0,1597668.0,1,water_abundant
haveri,2018-11-01,0.26147959183673464,0.0491762604208019,0.0,0.0,0.0,1023.0,1597668.0,1,water_abundant
haveri,2018-12-01,0.0433673469387755,0.00724493846764589,0.0,0.0,0.0,1020.0,1597668.0,1,water_abundant
haveri,2019-01-01,0.0038265306122448974,0.0,0.0,0.0,0.0,5.0,1597668.0,1,water_abundant
haveri,2019-02-01,0.0,2.481143310837634e-05,0.0,0.0,0.0,1018.0,1597668.0,1,water_abundant
haveri,2019-03-01,0.0,0.01545752282651846,0.0,0.0,0.0,4.0,1597668.0,1,water_abundant
haveri,2019-04-01,0.0,0.08540095275903135,0.0,0.0,0.0,1017.0,1597668.0,1,water_abundant
haveri,2019-05-01,0.0,0.05753771337832473,0.0,0.0,0.0,1017.0,1597668.0,1,water_abundant
haveri,2019-06-01,0.6014030612244897,0.1933306867804684,0.0,0.0,0.0,1017.0,1597668.0,1,water_abundant
haveri,2019-07-01,1.0,0.4779426359666534,0.0,0.0,0.0,13.0,1597668.0,1,water_abundant
haveri,2019-08-01,0.6205357142857142,0.8381053989678443,0.0,0.0,0.0,1046.0,1597668.0,1,water_abundant
haveri,2019-09-01,0.635204081632653,0.26999801508535126,0.0,0.0,0.0,530.0,1597668.0,1,water_abundant
haveri,2019-10-01,0.728954081632653,1.0,0.0,0.0,0.0,16.0,1597668.0,1,water_abundant
haveri,2019-11-01,0.26147959183673464,0.1148273124255657,0.0,0.0,0.0,15.0,1597668.0,1,water_abundant
haveri,2019-12-01,0.0433673469387755,0.009105795950774116,0.0,0.0,0.0,15.0,1597668.0,1,water_abundant
haveri,2020-01-01,0.0,0.0,0.0,0.0,0.0,15.0,1597668.0,1,water_abundant
kodagu,2015-01-01,0.005969734832708594,0.0015712878324957288,0.01066666666666667,0.01,0.02,2554.0,554519.0,1,water_abundant
kodagu,2015-02-01,0.008468693599888935,0.0027061068226315326,0.020000000000000004,0.02,0.02,2554.0,554519.0,1,water_abundant
kodagu,2015-03-01,0.02929334999305845,0.03753632044295352,0.020000000000000007,0.02,0.02,2554.0,554519.0,1,water_abundant
kodagu,2015-04-01,0.12939053172289325,0.15770242801381734,0.020000000000000007,0.02,0.02,2554.0,554519.0,1,water_abundant
kodagu,2015-05-01,0.20588643620713593,0.208632106648044,0.026129032258064528,0.02,0.03,2554.0,554519.0,1,water_abundant
kodagu,2015-06-01,0.5669859780646952,0.671812842160396,0.0456666666666667,0.03,0.1,2556.0,554519.0,1,water_abundant
kodagu,2015-07-01,1.0,0.26895210066218556,0.16419354838709677,0.1,0.21,2555.0,554519.0,1,water_abundant
kodagu,2015-08-01,0.5760099958350687,0.24982229482846774,0.2083870967741936,0.18,0.22,2555.0,554519.0,1,water_abundant
kodagu,2015-09-01,0.23934471747882827,0.2415792689770417,0.1471428571428571,0.1,0.18,2555.0,554519.0,1,water_abundant
kodagu,2015-10-01,0.2436484798000833,0.12721196174038832,0.08103448275862071,0.06,0.1,2554.0,554519.0,1,water_abundant
kodagu,2015-11-01,0.09384978481188393,0.13019242040678897,0.026666666666666672,0.01,0.05,2554.0,554519.0,1,water_abundant
kodagu,2015-12-01,0.023740108288213248,0.007569616780356408,0.004333333333333332,0.0,0.01,2554.0,554519.0,1,water_abundant
kodagu,2016-01-01,0.005969734832708594,0.0007232912244821608,0.010000000000000004,0.01,0.01,2554.0,554519.0,1,water_abundant
kodagu,2016-02-01,0.008468693599888935,0.0033545748169948493,0.014137931034482762,0.01,0.02,2553.0,554519.0,1,water_abundant
kodagu,2016-03-01,0.02929334999305845,0.010861838905585555,0.020000000000000007,0.02,0.02,2553.0,554519.0,1,water_abundant
kodagu,2016-04-01,0.12939053172289325,0.027472595991968975,0.020000000000000007,0.02,0.02,2553.0,554519.0,1,water_abundant
kodagu,2016-05-01,0.20588643620713593,0.1477259973313048,0.020000000000000007,0.02,0.02,2554.0,554519.0,1,water_abundant
kodagu,2016-06-01,0.5669859780646952,0.43645637182157154,0.0313793103448276,0.02,0.08,2558.0,554519.0,1,water_abundant
kodagu,2016-07-01,1.0,0.4011023955904176,0.19387096774193543,0.1,0.22,2555.0,554519.0,1,water_abundant
kodagu,2016-08-01,0.5760099958350687,0.21648854581052263,0.21387096774193554,0.2,0.22,2555.0,554519.0,1,water_abundant
kodagu,2016-09-01,0.23934471747882827,0.10460287570614422,0.1489655172413793,0.11,0.19,2554.0,554519.0,1,water_abundant
kodagu,2016-10-01,0.2436484798000833,0.0402548978039382,0.12533333333333335,0.08,0.19,2555.0,554519.0,1,water_abundant
kodagu,2016-11-01,0.09384978481188393,0.024641783785806035,0.062068965517241406,0.05,0.08,2554.0,554519.0,1,water_abundant
kodagu,2016-12-01,0.023740108288213248,0.0559428350521892,0.05677419354838713,0.05,0.06,2554.0,554519.0,1,water_abundant
kodagu,2017-01-01,0.005969734832708594,0.03946925388769033,0.06000000000000004,0.06,0.06,2554.0,554519.0,1,water_abundant
kodagu,2017-02-01,0.008468693599888935,0.0,0.05807692307692311,0.04,0.06,2554.0,554519.0,1,water_abundant
kodagu,2017-03-01,0.02929334999305845,0.020227213208794222,0.040000000000000015,0.04,0.04,2553.0,554519.0,1,water_abundant
kodagu,2017-04-01,0.12939053172289325,0.1324371173103543,0.03100000000000002,0.03,0.04,2553.0,554519.0,1,water_abundant
kodagu,2017-05-01,0.20588643620713593,0.16765391761962362,0.03000000000000002,0.03,0.03,2554.0,554519.0,1,water_abundant
kodagu,2017-06-01,0.5669859780646952,0.2849143897542057,0.04666666666666668,0.03,0.07,2555.0,554519.0,1,water_abundant
kodagu,2017-07-01,1.0,0.3170883787053087,0.13451612903225812,0.07,0.22,2555.0,554519.0,1,water_abundant
kodagu,2017-08-01,0.5760099958350687,0.37840601578770156,0.2123333333333333,0.19,0.22,2557.0,554519.0,1,water_abundant
kodagu,2017-09-01,0.23934471747882827,0.31555450248787237,0.2148275862068965,0.21,0.22,2555.0,554519.0,1,water_abundant
kodagu,2017-10-01,0.2436484798000833,0.09823043060768932,0.21300000000000005,0.17,0.22,2554.0,554519.0,1,water_abundant
kodagu,2017-11-01,0.09384978481188393,0.01702228485203706,0.1046666666666667,0.08,0.17,2554.0,554519.0,1,water_abundant
kodagu,2017-12-01,0.023740108288213248,0.0014091708339048995,0.06290322580645165,0.06,0.08,2554.0,554519.0,1,water_abundant
kodagu,2018-01-01,0.005969734832708594,0.0,0.06451612903225809,0.06,0.2,2554.0,554519.0,1,water_abundant
kodagu,2018-02-01,0.008468693599888935,0.0072329122448216085,0.0566666666666667,0.05,0.06,2551.0,554519.0,1,water_abundant
kodagu,2018-03-01,0.02929334999305845,0.06260210253276634,0.04833333333333335,0.04,0.05,2550.0,554519.0,1,water_abundant
kodagu,2018-04-01,0.12939053172289325,0.1147040117721882,0.040000000000000015,0.04,0.04,2551.0,554519.0,1,water_abundant
kodagu,2018-05-01,0.20588643620713593,0.39570265248350767,0.02483870967741936,0.0,0.04,2551.0,554519.0,1,water_abundant
kodagu,2018-06-01,0.5669859780646952,0.547020164860517,0.06166666666666668,0.0,0.14,874.0,554519.0,1,water_abundant
kodagu,2018-07-01,1.0,0.8914065520208506,0.19612903225806455,0.14,0.22,2568.0,554519.0,1,water_abundant
kodagu,2018-08-01,0.5760099958350687,0.872650862337727,0.20258064516129035,0.16,0.22,1321.0,554519.0,1,water_abundant
kodagu,2018-09-01,0.23934471747882827,0.15231515544526056,0.19214285714285712,0.18,0.22,876.0,554519.0,1,water_abundant
kodagu,2018-10-01,0.2436484798000833,0.19611168614149072,0.16566666666666666,0.13,0.19,872.0,554519.0,1,water_abundant
kodagu,2018-11-01,0.09384978481188393,0.017932634151816333,0.09214285714285715,0.07,0.12,2554.0,554519.0,1,water_abundant
kodagu,2018-12-01,0.023740108288213248,0.01064983975358216,0.03774193548387098,0.03,0.06,2550.0,554519.0,1,water_abundant
kodagu,2019-01-01,0.005969734832708594,0.0,0.039333333333333345,0.03,0.04,861.0,554519.0,1,water_abundant
kodagu,2019-02-01,0.0,0.00904114030602701,0.040000000000000015,0.04,0.04,2551.0,554519.0,1,water_abundant
kodagu,2019-03-01,0.0,0.022347204728828143,0.03935483870967743,0.03,0.04,2550.0,554519.0,1,water_abundant
kodagu,2019-04-01,0.0,0.11694870867575352,0.03000000000000002,0.03,0.03,2549.0,554519.0,1,water_abundant
kodagu,2019-05-01,0.0,0.158113955779471,0.03000000000000002,0.03,0.03,2549.0,554519.0,1,water_abundant
kodagu,2019-06-01,0.5669859780646952,0.24603125116911295,0.03133333333333335,0.03,0.04,2551.0,554519.0,1,water_abundant
kodagu,2019-07-01,1.0,0.4260933544501116,0.06387096774193553,0.04,0.09,870.0,554519.0,1,water_abundant
kodagu,2019-08-01,0.5760099958350687,0.9999999999999999,0.18166666666666667,0.09,0.22,2567.0,554519.0,1,water_abundant
kodagu,2019-09-01,0.23934471747882827,0.39034032099165716,0.2186206896551724,0.21,0.22,2568.0,554519.0,1,water_abundant
kodagu,2019-10-01,0.2436484798000833,0.33443489755452743,0.21266666666666667,0.19,0.22,2568.0,554519.0,1,water_abundant
kodagu,2019-11-01,0.09384978481188393,0.072852885059048,0.17333333333333334,0.12,0.21,2568.0,554519.0,1,water_abundant
kodagu,2019-12-01,0.023740108288213248,0.0395814887328686,0.09741935483870968,0.08,0.12,2568.0,554519.0,1,water_abundant
kodagu,2020-01-01,0.0,4.988215341256282e-05,0.08999999999999998,0.09,0.09,2568.0,554519.0,1,water_abundant
kolar,2015-01-01,0.019986675549633577,0.004658527629888011,0.0,0.0,0.0,0.0,1536401.0,1,water_abundant
kolar,2015-02-01,0.030646235842771485,0.0,0.0,0.0,0.0,0.0,1536401.0,1,water_abundant
kolar,2015-03-01,0.06462358427714857,0.06719295024784284,0.0,0.0,0.0,0.0,1536401.0,1,water_abundant
kolar,2015-04-01,0.18854097268487677,0.28729116945107397,0.0,0.0,0.0,0.0,1536401.0,1,water_abundant
kolar,2015-05-01,0.5216522318454364,0.2747154396915733,0.0,0.0,0.0,0.0,1536401.0,1,water_abundant
kolar,2015-06-01,0.37441705529646907,0.2884844868735083,0.0,0.0,0.0,0.0,1536401.0,1,water_abundant
kolar,2015-07-01,0.5556295802798135,0.09181659629153661,0.0,0.0,0.0,0.0,1536401.0,1,water_abundant
kolar,2015-08-01,0.6475682878081279,0.29663117312281984,0.0,0.0,0.0,0.0,1536401.0,1,water_abundant
kolar,2015-09-01,1.0,0.3740361666972645,0.0,0.0,0.0,0.0,1536401.0,1,water_abundant
kolar,2015-10-01,0.9733510992671552,0.2866945107398568,0.0,0.0,0.0,0.0,1536401.0,1,water_abundant
kolar,2015-11-01,0.39573617588274485,0.9999999999999999,0.0,0.0,0.0,0.0,1536401.0,1,water_abundant
kolar,2015-12-01,0.14457028647568287,0.0642785019276666,0.0,0.0,0.0,0.0,1536401.0,1,water_abundant
kolar,2016-01-01,0.019986675549633577,0.013608408298145767,0.0,0.0,0.0,0.0,1536401.0,1,water_abundant
kolar,2016-02-01,0.030646235842771485,0.0,0.0,0.0,0.0,0.0,1536401.0,1,water_abundant
kolar,2016-03-01,0.06462358427714857,0.013746098769965118,0.0,0.0,0.0,0.0,1536401.0,1,water_abundant
kolar,2016-04-01,0.18854097268487677,0.003625849091242886,0.0,0.0,0.0,0.0,1536401.0,1,water_abundant
kolar,2016-05-01,0.5216522318454364,0.32040572792362765,0.0,0.0,0.0,0.0,1536401.0,1,water_abundant
